date,driver_id,team_id,position,driver_name,points
21 - 24 MAY 2015,12,4,NC,Fernando Alonso,0
21 - 24 MAY 2015,78,31,NC,Pastor Maldonado,0
05 - 07 JUN 2015,57,2,1,Lewis Hamilton,25
05 - 07 JUN 2015,51,2,2,Nico Rosberg,18
05 - 07 JUN 2015,83,8,3,Valtteri Bottas,15
05 - 07 JUN 2015,6,1,4,Kimi Räikkönen,12
05 - 07 JUN 2015,60,1,5,Sebastian Vettel,10
05 - 07 JUN 2015,30,8,6,Felipe Massa,8
05 - 07 JUN 2015,78,31,7,Pastor Maldonado,6
05 - 07 JUN 2015,70,6,8,Nico Hulkenberg,4
05 - 07 JUN 2015,88,3,9,Daniil Kvyat,2
05 - 07 JUN 2015,67,31,10,Romain Grosjean,1
05 - 07 JUN 2015,75,6,11,Sergio Perez,0
05 - 07 JUN 2015,93,9,12,Carlos Sainz,0
05 - 07 JUN 2015,79,3,13,Daniel Ricciardo,0
05 - 07 JUN 2015,89,7,14,Marcus Ericsson,0
05 - 07 JUN 2015,94,9,15,Max Verstappen,0
05 - 07 JUN 2015,92,7,16,Felipe Nasr,0
05 - 07 JUN 2015,91,34,17,Will Stevens,0
05 - 07 JUN 2015,95,34,NC,Roberto Merhi,0
05 - 07 JUN 2015,14,4,NC,Jenson Button,0
05 - 07 JUN 2015,12,4,NC,Fernando Alonso,0
19 - 21 JUN 2015,51,2,1,Nico Rosberg,25
19 - 21 JUN 2015,57,2,2,Lewis Hamilton,18
19 - 21 JUN 2015,30,8,3,Felipe Massa,15
19 - 21 JUN 2015,60,1,4,Sebastian Vettel,12
19 - 21 JUN 2015,83,8,5,Valtteri Bottas,10
19 - 21 JUN 2015,70,6,6,Nico Hulkenberg,8
19 - 21 JUN 2015,78,31,7,Pastor Maldonado,6
19 - 21 JUN 2015,94,9,8,Max Verstappen,4
19 - 21 JUN 2015,75,6,9,Sergio Perez,2
19 - 21 JUN 2015,79,3,10,Daniel Ricciardo,1
19 - 21 JUN 2015,92,7,11,Felipe Nasr,0
19 - 21 JUN 2015,88,3,12,Daniil Kvyat,0
19 - 21 JUN 2015,89,7,13,Marcus Ericsson,0
19 - 21 JUN 2015,95,34,14,Roberto Merhi,0
19 - 21 JUN 2015,67,31,NC,Romain Grosjean,0
19 - 21 JUN 2015,93,9,NC,Carlos Sainz,0
19 - 21 JUN 2015,14,4,NC,Jenson Button,0
19 - 21 JUN 2015,91,34,NC,Will Stevens,0
19 - 21 JUN 2015,6,1,NC,Kimi Räikkönen,0
19 - 21 JUN 2015,12,4,NC,Fernando Alonso,0
03 - 05 JUL 2015,57,2,1,Lewis Hamilton,25
03 - 05 JUL 2015,51,2,2,Nico Rosberg,18
03 - 05 JUL 2015,60,1,3,Sebastian Vettel,15
03 - 05 JUL 2015,30,8,4,Felipe Massa,12
03 - 05 JUL 2015,83,8,5,Valtteri Bottas,10
03 - 05 JUL 2015,88,3,6,Daniil Kvyat,8
03 - 05 JUL 2015,70,6,7,Nico Hulkenberg,6
03 - 05 JUL 2015,6,1,8,Kimi Räikkönen,4
03 - 05 JUL 2015,75,6,9,Sergio Perez,2
03 - 05 JUL 2015,12,4,10,Fernando Alonso,1
03 - 05 JUL 2015,89,7,11,Marcus Ericsson,0
03 - 05 JUL 2015,95,34,12,Roberto Merhi,0
03 - 05 JUL 2015,91,34,13,Will Stevens,0
03 - 05 JUL 2015,93,9,NC,Carlos Sainz,0
03 - 05 JUL 2015,79,3,NC,Daniel Ricciardo,0
03 - 05 JUL 2015,94,9,NC,Max Verstappen,0
03 - 05 JUL 2015,67,31,NC,Romain Grosjean,0
03 - 05 JUL 2015,78,31,NC,Pastor Maldonado,0
03 - 05 JUL 2015,14,4,NC,Jenson Button,0
03 - 05 JUL 2015,92,7,NC,Felipe Nasr,0
24 - 26 JUL 2015,60,1,1,Sebastian Vettel,25
24 - 26 JUL 2015,88,3,2,Daniil Kvyat,18
24 - 26 JUL 2015,79,3,3,Daniel Ricciardo,15
24 - 26 JUL 2015,94,9,4,Max Verstappen,12
24 - 26 JUL 2015,12,4,5,Fernando Alonso,10
24 - 26 JUL 2015,57,2,6,Lewis Hamilton,8
24 - 26 JUL 2015,67,31,7,Romain Grosjean,6
24 - 26 JUL 2015,51,2,8,Nico Rosberg,4
24 - 26 JUL 2015,14,4,9,Jenson Button,2
24 - 26 JUL 2015,89,7,10,Marcus Ericsson,1
24 - 26 JUL 2015,92,7,11,Felipe Nasr,0
24 - 26 JUL 2015,30,8,12,Felipe Massa,0
24 - 26 JUL 2015,83,8,13,Valtteri Bottas,0
24 - 26 JUL 2015,78,31,14,Pastor Maldonado,0
24 - 26 JUL 2015,95,34,15,Roberto Merhi,0
24 - 26 JUL 2015,91,34,16,Will Stevens,0
24 - 26 JUL 2015,93,9,NC,Carlos Sainz,0
24 - 26 JUL 2015,6,1,NC,Kimi Räikkönen,0
24 - 26 JUL 2015,75,6,NC,Sergio Perez,0
24 - 26 JUL 2015,70,6,NC,Nico Hulkenberg,0
21 - 23 AUG 2015,57,2,1,Lewis Hamilton,25
21 - 23 AUG 2015,51,2,2,Nico Rosberg,18
21 - 23 AUG 2015,67,31,3,Romain Grosjean,15
21 - 23 AUG 2015,88,3,4,Daniil Kvyat,12
21 - 23 AUG 2015,75,6,5,Sergio Perez,10
21 - 23 AUG 2015,30,8,6,Felipe Massa,8
21 - 23 AUG 2015,6,1,7,Kimi Räikkönen,6
21 - 23 AUG 2015,94,9,8,Max Verstappen,4
21 - 23 AUG 2015,83,8,9,Valtteri Bottas,2
21 - 23 AUG 2015,89,7,10,Marcus Ericsson,1
21 - 23 AUG 2015,92,7,11,Felipe Nasr,0
21 - 23 AUG 2015,60,1,12,Sebastian Vettel,0
21 - 23 AUG 2015,12,4,13,Fernando Alonso,0
21 - 23 AUG 2015,14,4,14,Jenson Button,0
21 - 23 AUG 2015,95,34,15,Roberto Merhi,0
21 - 23 AUG 2015,91,34,16,Will Stevens,0
21 - 23 AUG 2015,93,9,NC,Carlos Sainz,0
21 - 23 AUG 2015,79,3,NC,Daniel Ricciardo,0
21 - 23 AUG 2015,78,31,NC,Pastor Maldonado,0
21 - 23 AUG 2015,70,6,NC,Nico Hulkenberg,0
04 - 06 SEP 2015,57,2,1,Lewis Hamilton,25
04 - 06 SEP 2015,60,1,2,Sebastian Vettel,18
04 - 06 SEP 2015,30,8,3,Felipe Massa,15
04 - 06 SEP 2015,83,8,4,Valtteri Bottas,12
04 - 06 SEP 2015,6,1,5,Kimi Räikkönen,10
04 - 06 SEP 2015,75,6,6,Sergio Perez,8
04 - 06 SEP 2015,70,6,7,Nico Hulkenberg,6
04 - 06 SEP 2015,79,3,8,Daniel Ricciardo,4
04 - 06 SEP 2015,89,7,9,Marcus Ericsson,2
04 - 06 SEP 2015,88,3,10,Daniil Kvyat,1
04 - 06 SEP 2015,93,9,11,Carlos Sainz,0
04 - 06 SEP 2015,94,9,12,Max Verstappen,0
04 - 06 SEP 2015,92,7,13,Felipe Nasr,0
04 - 06 SEP 2015,14,4,14,Jenson Button,0
04 - 06 SEP 2015,91,34,15,Will Stevens,0
04 - 06 SEP 2015,95,34,16,Roberto Merhi,0
04 - 06 SEP 2015,51,2,17,Nico Rosberg,0
04 - 06 SEP 2015,12,4,18,Fernando Alonso,0
04 - 06 SEP 2015,67,31,NC,Romain Grosjean,0
04 - 06 SEP 2015,78,31,NC,Pastor Maldonado,0
18 - 20 SEP 2015,60,1,1,Sebastian Vettel,25
18 - 20 SEP 2015,79,3,2,Daniel Ricciardo,18
18 - 20 SEP 2015,6,1,3,Kimi Räikkönen,15
18 - 20 SEP 2015,51,2,4,Nico Rosberg,12
18 - 20 SEP 2015,83,8,5,Valtteri Bottas,10
18 - 20 SEP 2015,88,3,6,Daniil Kvyat,8
18 - 20 SEP 2015,75,6,7,Sergio Perez,6
18 - 20 SEP 2015,94,9,8,Max Verstappen,4
18 - 20 SEP 2015,93,9,9,Carlos Sainz,2
18 - 20 SEP 2015,92,7,10,Felipe Nasr,1
18 - 20 SEP 2015,89,7,11,Marcus Ericsson,0
18 - 20 SEP 2015,78,31,12,Pastor Maldonado,0
18 - 20 SEP 2015,67,31,13,Romain Grosjean,0
18 - 20 SEP 2015,96,34,14,Alexander Rossi,0
18 - 20 SEP 2015,91,34,15,Will Stevens,0
18 - 20 SEP 2015,14,4,NC,Jenson Button,0
18 - 20 SEP 2015,12,4,NC,Fernando Alonso,0
18 - 20 SEP 2015,57,2,NC,Lewis Hamilton,0
18 - 20 SEP 2015,30,8,NC,Felipe Massa,0
18 - 20 SEP 2015,70,6,NC,Nico Hulkenberg,0
25 - 27 SEP 2015,57,2,1,Lewis Hamilton,25
25 - 27 SEP 2015,51,2,2,Nico Rosberg,18
25 - 27 SEP 2015,60,1,3,Sebastian Vettel,15
25 - 27 SEP 2015,6,1,4,Kimi Räikkönen,12
25 - 27 SEP 2015,83,8,5,Valtteri Bottas,10
25 - 27 SEP 2015,70,6,6,Nico Hulkenberg,8
25 - 27 SEP 2015,67,31,7,Romain Grosjean,6
25 - 27 SEP 2015,78,31,8,Pastor Maldonado,4
25 - 27 SEP 2015,94,9,9,Max Verstappen,2
25 - 27 SEP 2015,93,9,10,Carlos Sainz,1
25 - 27 SEP 2015,12,4,11,Fernando Alonso,0
25 - 27 SEP 2015,75,6,12,Sergio Perez,0
25 - 27 SEP 2015,88,3,13,Daniil Kvyat,0
25 - 27 SEP 2015,89,7,14,Marcus Ericsson,0
25 - 27 SEP 2015,79,3,15,Daniel Ricciardo,0
25 - 27 SEP 2015,14,4,16,Jenson Button,0
25 - 27 SEP 2015,30,8,17,Felipe Massa,0
25 - 27 SEP 2015,96,34,18,Alexander Rossi,0
25 - 27 SEP 2015,91,34,19,Will Stevens,0
25 - 27 SEP 2015,92,7,20,Felipe Nasr,0
09 - 11 OCT 2015,57,2,1,Lewis Hamilton,25
09 - 11 OCT 2015,60,1,2,Sebastian Vettel,18
09 - 11 OCT 2015,75,6,3,Sergio Perez,15
09 - 11 OCT 2015,30,8,4,Felipe Massa,12
09 - 11 OCT 2015,88,3,5,Daniil Kvyat,10
09 - 11 OCT 2015,92,7,6,Felipe Nasr,8
09 - 11 OCT 2015,78,31,7,Pastor Maldonado,6
09 - 11 OCT 2015,6,1,8,Kimi Räikkönen,4
09 - 11 OCT 2015,14,4,9,Jenson Button,2
09 - 11 OCT 2015,94,9,10,Max Verstappen,1
09 - 11 OCT 2015,12,4,11,Fernando Alonso,0
09 - 11 OCT 2015,83,8,12,Valtteri Bottas,0
09 - 11 OCT 2015,95,34,13,Roberto Merhi,0
09 - 11 OCT 2015,91,34,14,Will Stevens,0
09 - 11 OCT 2015,79,3,15,Daniel Ricciardo,0
09 - 11 OCT 2015,93,9,NC,Carlos Sainz,0
09 - 11 OCT 2015,67,31,NC,Romain Grosjean,0
09 - 11 OCT 2015,51,2,NC,Nico Rosberg,0
09 - 11 OCT 2015,70,6,NC,Nico Hulkenberg,0
09 - 11 OCT 2015,89,7,NC,Marcus Ericsson,0
23 - 25 OCT 2015,57,2,1,Lewis Hamilton,25
23 - 25 OCT 2015,51,2,2,Nico Rosberg,18
23 - 25 OCT 2015,60,1,3,Sebastian Vettel,15
23 - 25 OCT 2015,94,9,4,Max Verstappen,12
23 - 25 OCT 2015,75,6,5,Sergio Perez,10
23 - 25 OCT 2015,14,4,6,Jenson Button,8
23 - 25 OCT 2015,93,9,7,Carlos Sainz,6
23 - 25 OCT 2015,78,31,8,Pastor Maldonado,4
23 - 25 OCT 2015,92,7,9,Felipe Nasr,2
23 - 25 OCT 2015,79,3,10,Daniel Ricciardo,1
23 - 25 OCT 2015,12,4,11,Fernando Alonso,0
23 - 25 OCT 2015,96,34,12,Alexander Rossi,0
23 - 25 OCT 2015,88,3,NC,Daniil Kvyat,0
23 - 25 OCT 2015,70,6,NC,Nico Hulkenberg,0
23 - 25 OCT 2015,89,7,NC,Marcus Ericsson,0
23 - 25 OCT 2015,6,1,NC,Kimi Räikkönen,0
23 - 25 OCT 2015,30,8,NC,Felipe Massa,0
23 - 25 OCT 2015,67,31,NC,Romain Grosjean,0
23 - 25 OCT 2015,83,8,NC,Valtteri Bottas,0
23 - 25 OCT 2015,91,34,NC,Will Stevens,0
30 OCT - 01 NOV 2015,51,2,1,Nico Rosberg,25
30 OCT - 01 NOV 2015,57,2,2,Lewis Hamilton,18
30 OCT - 01 NOV 2015,83,8,3,Valtteri Bottas,15
30 OCT - 01 NOV 2015,88,3,4,Daniil Kvyat,12
30 OCT - 01 NOV 2015,79,3,5,Daniel Ricciardo,10
30 OCT - 01 NOV 2015,30,8,6,Felipe Massa,8
30 OCT - 01 NOV 2015,70,6,7,Nico Hulkenberg,6
30 OCT - 01 NOV 2015,75,6,8,Sergio Perez,4
30 OCT - 01 NOV 2015,94,9,9,Max Verstappen,2
30 OCT - 01 NOV 2015,67,31,10,Romain Grosjean,1
30 OCT - 01 NOV 2015,78,31,11,Pastor Maldonado,0
30 OCT - 01 NOV 2015,89,7,12,Marcus Ericsson,0
30 OCT - 01 NOV 2015,93,9,13,Carlos Sainz,0
30 OCT - 01 NOV 2015,14,4,14,Jenson Button,0
30 OCT - 01 NOV 2015,96,34,15,Alexander Rossi,0
30 OCT - 01 NOV 2015,91,34,16,Will Stevens,0
30 OCT - 01 NOV 2015,92,7,NC,Felipe Nasr,0
30 OCT - 01 NOV 2015,60,1,NC,Sebastian Vettel,0
30 OCT - 01 NOV 2015,6,1,NC,Kimi Räikkönen,0
30 OCT - 01 NOV 2015,12,4,NC,Fernando Alonso,0
13 - 15 NOV 2015,51,2,1,Nico Rosberg,25
13 - 15 NOV 2015,57,2,2,Lewis Hamilton,18
13 - 15 NOV 2015,60,1,3,Sebastian Vettel,15
13 - 15 NOV 2015,6,1,4,Kimi Räikkönen,12
13 - 15 NOV 2015,83,8,5,Valtteri Bottas,10
13 - 15 NOV 2015,70,6,6,Nico Hulkenberg,8
13 - 15 NOV 2015,88,3,7,Daniil Kvyat,6
13 - 15 NOV 2015,30,8,EX,Felipe Massa,0
13 - 15 NOV 2015,67,31,8,Romain Grosjean,4
13 - 15 NOV 2015,94,9,9,Max Verstappen,2
13 - 15 NOV 2015,78,31,10,Pastor Maldonado,1
13 - 15 NOV 2015,79,3,11,Daniel Ricciardo,0
13 - 15 NOV 2015,75,6,12,Sergio Perez,0
13 - 15 NOV 2015,92,7,13,Felipe Nasr,0
13 - 15 NOV 2015,14,4,14,Jenson Button,0
13 - 15 NOV 2015,12,4,15,Fernando Alonso,0
13 - 15 NOV 2015,89,7,16,Marcus Ericsson,0
13 - 15 NOV 2015,91,34,17,Will Stevens,0
13 - 15 NOV 2015,96,34,18,Alexander Rossi,0
13 - 15 NOV 2015,93,9,NC,Carlos Sainz,0
27 - 29 NOV 2015,51,2,1,Nico Rosberg,25
27 - 29 NOV 2015,57,2,2,Lewis Hamilton,18
27 - 29 NOV 2015,6,1,3,Kimi Räikkönen,15
27 - 29 NOV 2015,60,1,4,Sebastian Vettel,12
27 - 29 NOV 2015,75,6,5,Sergio Perez,10
27 - 29 NOV 2015,79,3,6,Daniel Ricciardo,8
27 - 29 NOV 2015,70,6,7,Nico Hulkenberg,6
27 - 29 NOV 2015,30,8,8,Felipe Massa,4
27 - 29 NOV 2015,67,31,9,Romain Grosjean,2
27 - 29 NOV 2015,88,3,10,Daniil Kvyat,1
27 - 29 NOV 2015,93,9,11,Carlos Sainz,0
27 - 29 NOV 2015,14,4,12,Jenson Button,0
27 - 29 NOV 2015,83,8,13,Valtteri Bottas,0
27 - 29 NOV 2015,89,7,14,Marcus Ericsson,0
27 - 29 NOV 2015,92,7,15,Felipe Nasr,0
27 - 29 NOV 2015,94,9,16,Max Verstappen,0
27 - 29 NOV 2015,12,4,17,Fernando Alonso,0
27 - 29 NOV 2015,91,34,18,Will Stevens,0
27 - 29 NOV 2015,95,34,19,Roberto Merhi,0
27 - 29 NOV 2015,78,31,NC,Pastor Maldonado,0
18 - 20 MAR 2016,51,2,1,Nico Rosberg,25
18 - 20 MAR 2016,57,2,2,Lewis Hamilton,18
18 - 20 MAR 2016,60,1,3,Sebastian Vettel,15
18 - 20 MAR 2016,79,3,4,Daniel Ricciardo,12
18 - 20 MAR 2016,30,8,5,Felipe Massa,10
18 - 20 MAR 2016,67,10,6,Romain Grosjean,8
18 - 20 MAR 2016,70,6,7,Nico Hulkenberg,6
18 - 20 MAR 2016,83,8,8,Valtteri Bottas,4
18 - 20 MAR 2016,93,9,9,Carlos Sainz,2
18 - 20 MAR 2016,94,9,10,Max Verstappen,1
18 - 20 MAR 2016,97,5,11,Jolyon Palmer,0
18 - 20 MAR 2016,87,5,12,Kevin Magnussen,0
18 - 20 MAR 2016,75,6,13,Sergio Perez,0
18 - 20 MAR 2016,14,4,14,Jenson Button,0
18 - 20 MAR 2016,92,7,15,Felipe Nasr,0
18 - 20 MAR 2016,98,36,16,Pascal Wehrlein,0
18 - 20 MAR 2016,89,7,NC,Marcus Ericsson,0
18 - 20 MAR 2016,6,1,NC,Kimi Räikkönen,0
18 - 20 MAR 2016,99,36,NC,Rio Haryanto,0
18 - 20 MAR 2016,82,10,NC,Esteban Gutierrez,0
18 - 20 MAR 2016,12,4,NC,Fernando Alonso,0
18 - 20 MAR 2016,88,3,NC,Daniil Kvyat,0
01 - 03 APR 2016,51,2,1,Nico Rosberg,25
01 - 03 APR 2016,6,1,2,Kimi Räikkönen,18
01 - 03 APR 2016,57,2,3,Lewis Hamilton,15
01 - 03 APR 2016,79,3,4,Daniel Ricciardo,12
01 - 03 APR 2016,67,10,5,Romain Grosjean,10
01 - 03 APR 2016,94,9,6,Max Verstappen,8
01 - 03 APR 2016,88,3,7,Daniil Kvyat,6
01 - 03 APR 2016,30,8,8,Felipe Massa,4
01 - 03 APR 2016,83,8,9,Valtteri Bottas,2
01 - 03 APR 2016,100,4,10,Stoffel Vandoorne,1
01 - 03 APR 2016,87,5,11,Kevin Magnussen,0
01 - 03 APR 2016,89,7,12,Marcus Ericsson,0
01 - 03 APR 2016,98,36,13,Pascal Wehrlein,0
01 - 03 APR 2016,92,7,14,Felipe Nasr,0
01 - 03 APR 2016,70,6,15,Nico Hulkenberg,0
01 - 03 APR 2016,75,6,16,Sergio Perez,0
01 - 03 APR 2016,99,36,17,Rio Haryanto,0
01 - 03 APR 2016,93,9,NC,Carlos Sainz,0
01 - 03 APR 2016,82,10,NC,Esteban Gutierrez,0
01 - 03 APR 2016,14,4,NC,Jenson Button,0
01 - 03 APR 2016,60,1,NC,Sebastian Vettel,0
01 - 03 APR 2016,97,5,NC,Jolyon Palmer,0
15 - 17 APR 2016,51,2,1,Nico Rosberg,25
15 - 17 APR 2016,60,1,2,Sebastian Vettel,18
15 - 17 APR 2016,88,3,3,Daniil Kvyat,15
15 - 17 APR 2016,79,3,4,Daniel Ricciardo,12
15 - 17 APR 2016,6,1,5,Kimi Räikkönen,10
15 - 17 APR 2016,30,8,6,Felipe Massa,8
15 - 17 APR 2016,57,2,7,Lewis Hamilton,6
15 - 17 APR 2016,94,9,8,Max Verstappen,4
15 - 17 APR 2016,93,9,9,Carlos Sainz,2
15 - 17 APR 2016,83,8,10,Valtteri Bottas,1
15 - 17 APR 2016,75,6,11,Sergio Perez,0
15 - 17 APR 2016,12,4,12,Fernando Alonso,0
15 - 17 APR 2016,14,4,13,Jenson Button,0
15 - 17 APR 2016,82,10,14,Esteban Gutierrez,0
15 - 17 APR 2016,70,6,15,Nico Hulkenberg,0
15 - 17 APR 2016,89,7,16,Marcus Ericsson,0
15 - 17 APR 2016,87,5,17,Kevin Magnussen,0
15 - 17 APR 2016,98,36,18,Pascal Wehrlein,0
15 - 17 APR 2016,67,10,19,Romain Grosjean,0
15 - 17 APR 2016,92,7,20,Felipe Nasr,0
15 - 17 APR 2016,99,36,21,Rio Haryanto,0
15 - 17 APR 2016,97,5,22,Jolyon Palmer,0
29 APR - 01 MAY 2016,51,2,1,Nico Rosberg,25
29 APR - 01 MAY 2016,57,2,2,Lewis Hamilton,18
29 APR - 01 MAY 2016,6,1,3,Kimi Räikkönen,15
29 APR - 01 MAY 2016,83,8,4,Valtteri Bottas,12
29 APR - 01 MAY 2016,30,8,5,Felipe Massa,10
29 APR - 01 MAY 2016,12,4,6,Fernando Alonso,8
29 APR - 01 MAY 2016,87,5,7,Kevin Magnussen,6
29 APR - 01 MAY 2016,67,10,8,Romain Grosjean,4
29 APR - 01 MAY 2016,75,6,9,Sergio Perez,2
29 APR - 01 MAY 2016,14,4,10,Jenson Button,1
29 APR - 01 MAY 2016,79,3,11,Daniel Ricciardo,0
29 APR - 01 MAY 2016,93,9,12,Carlos Sainz,0
29 APR - 01 MAY 2016,97,5,13,Jolyon Palmer,0
29 APR - 01 MAY 2016,89,7,14,Marcus Ericsson,0
29 APR - 01 MAY 2016,88,3,15,Daniil Kvyat,0
29 APR - 01 MAY 2016,92,7,16,Felipe Nasr,0
29 APR - 01 MAY 2016,82,10,17,Esteban Gutierrez,0
29 APR - 01 MAY 2016,98,36,18,Pascal Wehrlein,0
29 APR - 01 MAY 2016,94,9,NC,Max Verstappen,0
29 APR - 01 MAY 2016,60,1,NC,Sebastian Vettel,0
29 APR - 01 MAY 2016,70,6,NC,Nico Hulkenberg,0
29 APR - 01 MAY 2016,99,36,NC,Rio Haryanto,0
13 - 15 MAY 2016,94,3,1,Max Verstappen,25
13 - 15 MAY 2016,6,1,2,Kimi Räikkönen,18
13 - 15 MAY 2016,60,1,3,Sebastian Vettel,15
13 - 15 MAY 2016,79,3,4,Daniel Ricciardo,12
13 - 15 MAY 2016,83,8,5,Valtteri Bottas,10
13 - 15 MAY 2016,93,9,6,Carlos Sainz,8
13 - 15 MAY 2016,75,6,7,Sergio Perez,6
13 - 15 MAY 2016,30,8,8,Felipe Massa,4
13 - 15 MAY 2016,14,4,9,Jenson Button,2
13 - 15 MAY 2016,88,9,10,Daniil Kvyat,1
13 - 15 MAY 2016,82,10,11,Esteban Gutierrez,0
13 - 15 MAY 2016,89,7,12,Marcus Ericsson,0
13 - 15 MAY 2016,97,5,13,Jolyon Palmer,0
13 - 15 MAY 2016,92,7,14,Felipe Nasr,0
13 - 15 MAY 2016,87,5,15,Kevin Magnussen,0
13 - 15 MAY 2016,98,36,16,Pascal Wehrlein,0
13 - 15 MAY 2016,99,36,17,Rio Haryanto,0
13 - 15 MAY 2016,67,10,NC,Romain Grosjean,0
13 - 15 MAY 2016,12,4,NC,Fernando Alonso,0
13 - 15 MAY 2016,70,6,NC,Nico Hulkenberg,0
13 - 15 MAY 2016,57,2,NC,Lewis Hamilton,0
13 - 15 MAY 2016,51,2,NC,Nico Rosberg,0
26 - 29 MAY 2016,57,2,1,Lewis Hamilton,25
26 - 29 MAY 2016,79,3,2,Daniel Ricciardo,18
26 - 29 MAY 2016,75,6,3,Sergio Perez,15
26 - 29 MAY 2016,60,1,4,Sebastian Vettel,12
26 - 29 MAY 2016,12,4,5,Fernando Alonso,10
26 - 29 MAY 2016,70,6,6,Nico Hulkenberg,8
26 - 29 MAY 2016,51,2,7,Nico Rosberg,6
26 - 29 MAY 2016,93,9,8,Carlos Sainz,4
26 - 29 MAY 2016,14,4,9,Jenson Button,2
26 - 29 MAY 2016,30,8,10,Felipe Massa,1
26 - 29 MAY 2016,82,10,11,Esteban Gutierrez,0
26 - 29 MAY 2016,83,8,12,Valtteri Bottas,0
26 - 29 MAY 2016,67,10,13,Romain Grosjean,0
26 - 29 MAY 2016,98,36,14,Pascal Wehrlein,0
26 - 29 MAY 2016,99,36,15,Rio Haryanto,0
26 - 29 MAY 2016,89,7,NC,Marcus Ericsson,0
26 - 29 MAY 2016,92,7,NC,Felipe Nasr,0
26 - 29 MAY 2016,94,3,NC,Max Verstappen,0
26 - 29 MAY 2016,87,5,NC,Kevin Magnussen,0
26 - 29 MAY 2016,88,9,NC,Daniil Kvyat,0
26 - 29 MAY 2016,6,1,NC,Kimi Räikkönen,0
26 - 29 MAY 2016,97,5,NC,Jolyon Palmer,0
10 - 12 JUN 2016,57,2,1,Lewis Hamilton,25
10 - 12 JUN 2016,60,1,2,Sebastian Vettel,18
10 - 12 JUN 2016,83,8,3,Valtteri Bottas,15
10 - 12 JUN 2016,94,3,4,Max Verstappen,12
10 - 12 JUN 2016,51,2,5,Nico Rosberg,10
10 - 12 JUN 2016,6,1,6,Kimi Räikkönen,8
10 - 12 JUN 2016,79,3,7,Daniel Ricciardo,6
10 - 12 JUN 2016,70,6,8,Nico Hulkenberg,4
10 - 12 JUN 2016,93,9,9,Carlos Sainz,2
10 - 12 JUN 2016,75,6,10,Sergio Perez,1
10 - 12 JUN 2016,12,4,11,Fernando Alonso,0
10 - 12 JUN 2016,88,9,12,Daniil Kvyat,0
10 - 12 JUN 2016,82,10,13,Esteban Gutierrez,0
10 - 12 JUN 2016,67,10,14,Romain Grosjean,0
10 - 12 JUN 2016,89,7,15,Marcus Ericsson,0
10 - 12 JUN 2016,87,5,16,Kevin Magnussen,0
10 - 12 JUN 2016,98,36,17,Pascal Wehrlein,0
10 - 12 JUN 2016,92,7,18,Felipe Nasr,0
10 - 12 JUN 2016,99,36,19,Rio Haryanto,0
10 - 12 JUN 2016,30,8,NC,Felipe Massa,0
10 - 12 JUN 2016,97,5,NC,Jolyon Palmer,0
10 - 12 JUN 2016,14,4,NC,Jenson Button,0
17 - 19 JUN 2016,51,2,1,Nico Rosberg,25
17 - 19 JUN 2016,60,1,2,Sebastian Vettel,18
17 - 19 JUN 2016,75,6,3,Sergio Perez,15
17 - 19 JUN 2016,6,1,4,Kimi Räikkönen,12
17 - 19 JUN 2016,57,2,5,Lewis Hamilton,10
17 - 19 JUN 2016,83,8,6,Valtteri Bottas,8
17 - 19 JUN 2016,79,3,7,Daniel Ricciardo,6
17 - 19 JUN 2016,94,3,8,Max Verstappen,4
17 - 19 JUN 2016,70,6,9,Nico Hulkenberg,2
17 - 19 JUN 2016,30,8,10,Felipe Massa,1
17 - 19 JUN 2016,14,4,11,Jenson Button,0
17 - 19 JUN 2016,92,7,12,Felipe Nasr,0
17 - 19 JUN 2016,67,10,13,Romain Grosjean,0
17 - 19 JUN 2016,87,5,14,Kevin Magnussen,0
17 - 19 JUN 2016,97,5,15,Jolyon Palmer,0
17 - 19 JUN 2016,82,10,16,Esteban Gutierrez,0
17 - 19 JUN 2016,89,7,17,Marcus Ericsson,0
17 - 19 JUN 2016,99,36,18,Rio Haryanto,0
17 - 19 JUN 2016,12,4,NC,Fernando Alonso,0
17 - 19 JUN 2016,98,36,NC,Pascal Wehrlein,0
17 - 19 JUN 2016,93,9,NC,Carlos Sainz,0
17 - 19 JUN 2016,88,9,NC,Daniil Kvyat,0
01 - 03 JUL 2016,57,2,1,Lewis Hamilton,25
01 - 03 JUL 2016,94,3,2,Max Verstappen,18
01 - 03 JUL 2016,6,1,3,Kimi Räikkönen,15
01 - 03 JUL 2016,51,2,4,Nico Rosberg,12
01 - 03 JUL 2016,79,3,5,Daniel Ricciardo,10
01 - 03 JUL 2016,14,4,6,Jenson Button,8
01 - 03 JUL 2016,67,10,7,Romain Grosjean,6
01 - 03 JUL 2016,93,9,8,Carlos Sainz,4
01 - 03 JUL 2016,83,8,9,Valtteri Bottas,2
01 - 03 JUL 2016,98,36,10,Pascal Wehrlein,1
01 - 03 JUL 2016,82,10,11,Esteban Gutierrez,0
01 - 03 JUL 2016,97,5,12,Jolyon Palmer,0
01 - 03 JUL 2016,92,7,13,Felipe Nasr,0
01 - 03 JUL 2016,87,5,14,Kevin Magnussen,0
01 - 03 JUL 2016,89,7,15,Marcus Ericsson,0
01 - 03 JUL 2016,99,36,16,Rio Haryanto,0
01 - 03 JUL 2016,75,6,17,Sergio Perez,0
